"","share","group","subject","period","quantity"
"2474",0.4,14,83,14,8
"2475",0.4,14,83,15,7
"2476",0.4,14,83,16,9.1
"2477",0.4,14,83,17,6.5
"2478",0.4,14,83,18,6.5
"2479",0.4,14,83,19,6.5
"2480",0.4,14,83,20,6.5
"2481",0.4,14,83,21,6.5
"2482",0.4,14,83,22,6.8
"2483",0.4,14,83,23,7.5
"2484",0.4,14,83,24,6
"2485",0.4,14,83,25,6.5
"2486",0.4,14,83,26,7
"2487",0.4,14,83,27,7
"2488",0.4,14,83,28,5.5
"2489",0.4,14,83,29,7
"2490",0.4,14,83,30,7
"2491",0.4,14,84,1,5
"2492",0.4,14,84,2,5
"2493",0.4,14,84,3,7
"2494",0.4,14,84,4,9
"2495",0.4,14,84,5,4
"2496",0.4,14,84,6,9
"2497",0.4,14,84,7,10
"2498",0.4,14,84,8,8
"2499",0.4,14,84,9,9
"2500",0.4,14,84,10,6.9
"2501",0.4,14,84,11,6.2
"2502",0.4,14,84,12,8.6
"2503",0.4,14,84,13,7.6
"2504",0.4,14,84,14,9.5
"2505",0.4,14,84,15,9
"2506",0.4,14,84,16,9.5
"2507",0.4,14,84,17,7
"2508",0.4,14,84,18,6
"2509",0.4,14,84,19,6
"2510",0.4,14,84,20,6.5
"2511",0.4,14,84,21,7.5
"2512",0.4,14,84,22,6.5
"2513",0.4,14,84,23,7
"2514",0.4,14,84,24,6.5
"2515",0.4,14,84,25,7
"2516",0.4,14,84,26,5
"2517",0.4,14,84,27,6.5
"2518",0.4,14,84,28,9
"2519",0.4,14,84,29,5
"2520",0.4,14,84,30,6
"2521",0.4,15,85,1,8
"2522",0.4,15,85,2,7
"2523",0.4,15,85,3,9.8
"2524",0.4,15,85,4,9.8
"2525",0.4,15,85,5,9.6
"2526",0.4,15,85,6,9.9
"2527",0.4,15,85,7,8
"2528",0.4,15,85,8,7.7
"2529",0.4,15,85,9,8
"2530",0.4,15,85,10,9
"2531",0.4,15,85,11,9
"2532",0.4,15,85,12,7.4
"2533",0.4,15,85,13,7.1
"2534",0.4,15,85,14,7.5
"2535",0.4,15,85,15,9
"2536",0.4,15,85,16,8.5
"2537",0.4,15,85,17,8
"2538",0.4,15,85,18,6
"2539",0.4,15,85,19,7.5
"2540",0.4,15,85,20,8.5
"2541",0.4,15,85,21,7.8
"2542",0.4,15,85,22,7.8
"2543",0.4,15,85,23,7.4
"2544",0.4,15,85,24,7.9
"2545",0.4,15,85,25,8.1
"2546",0.4,15,85,26,7.1
"2547",0.4,15,85,27,8.3
"2548",0.4,15,85,28,7.5
"2549",0.4,15,85,29,7.4
"2550",0.4,15,85,30,8
"2551",0.4,15,86,1,13.5
"2552",0.4,15,86,2,10.1
"2553",0.4,15,86,3,13
"2554",0.4,15,86,4,3.9
"2555",0.4,15,86,5,9.5
"2556",0.4,15,86,6,9.9
"2557",0.4,15,86,7,7.7
"2558",0.4,15,86,8,10.1
"2559",0.4,15,86,9,9.8
"2560",0.4,15,86,10,8.5
"2561",0.4,15,86,11,8.2
"2562",0.4,15,86,12,8.7
"2563",0.4,15,86,13,7.3
"2564",0.4,15,86,14,8.5
"2565",0.4,15,86,15,9.3
"2566",0.4,15,86,16,7.9
"2567",0.4,15,86,17,7.5
"2568",0.4,15,86,18,8.2
"2569",0.4,15,86,19,9.1
"2570",0.4,15,86,20,7.5
"2571",0.4,15,86,21,8.3
"2572",0.4,15,86,22,10.2
"2573",0.4,15,86,23,7.7
"2574",0.4,15,86,24,8.8
"2575",0.4,15,86,25,7.8
"2576",0.4,15,86,26,9.9
"2577",0.4,15,86,27,15
"2578",0.4,15,86,28,7.5
"2579",0.4,15,86,29,7.9
"2580",0.4,15,86,30,7.8
"2581",0.4,15,87,1,5.5
"2582",0.4,15,87,2,8
"2583",0.4,15,87,3,6
"2584",0.4,15,87,4,6
"2585",0.4,15,87,5,6
"2586",0.4,15,87,6,8
"2587",0.4,15,87,7,8
"2588",0.4,15,87,8,6
"2589",0.4,15,87,9,6
"2590",0.4,15,87,10,8
"2591",0.4,15,87,11,6
"2592",0.4,15,87,12,8
"2593",0.4,15,87,13,8
"2594",0.4,15,87,14,8
"2595",0.4,15,87,15,6
"2596",0.4,15,87,16,6
"2597",0.4,15,87,17,6
"2598",0.4,15,87,18,6
"2599",0.4,15,87,19,6
"2600",0.4,15,87,20,6
"2601",0.4,15,87,21,6
"2602",0.4,15,87,22,6
"2603",0.4,15,87,23,6
"2604",0.4,15,87,24,6
"2605",0.4,15,87,25,6
"2606",0.4,15,87,26,6
"2607",0.4,15,87,27,6
"2608",0.4,15,87,28,6
"2609",0.4,15,87,29,6
"2610",0.4,15,87,30,6
"2611",0.4,15,88,1,7.6
"2612",0.4,15,88,2,7
"2613",0.4,15,88,3,9.5
"2614",0.4,15,88,4,9
"2615",0.4,15,88,5,9.8
"2616",0.4,15,88,6,6.3
"2617",0.4,15,88,7,7.5
"2618",0.4,15,88,8,9
"2619",0.4,15,88,9,8.5
"2620",0.4,15,88,10,10
"2621",0.4,15,88,11,7.3
"2622",0.4,15,88,12,7.3
"2623",0.4,15,88,13,8.3
"2624",0.4,15,88,14,8.6
"2625",0.4,15,88,15,8.9
"2626",0.4,15,88,16,7.3
"2627",0.4,15,88,17,7.6
"2628",0.4,15,88,18,7.8
"2629",0.4,15,88,19,7.6
"2630",0.4,15,88,20,7.8
"2631",0.4,15,88,21,7.7
"2632",0.4,15,88,22,7.3
"2633",0.4,15,88,23,7.3
"2634",0.4,15,88,24,7.8
"2635",0.4,15,88,25,7.8
"2636",0.4,15,88,26,9.3
"2637",0.4,15,88,27,7.8
"2638",0.4,15,88,28,7.8
"2639",0.4,15,88,29,7.8
"2640",0.4,15,88,30,7.8
"2641",0.4,15,89,1,7
"2642",0.4,15,89,2,8
"2643",0.4,15,89,3,6
"2644",0.4,15,89,4,9
"2645",0.4,15,89,5,12
"2646",0.4,15,89,6,6
"2647",0.4,15,89,7,1
"2648",0.4,15,89,8,11.5
"2649",0.4,15,89,9,11
"2650",0.4,15,89,10,8
"2651",0.4,15,89,11,6
"2652",0.4,15,89,12,7
"2653",0.4,15,89,13,8
"2654",0.4,15,89,14,8
"2655",0.4,15,89,15,9
"2656",0.4,15,89,16,12
"2657",0.4,15,89,17,7
"2658",0.4,15,89,18,10
"2659",0.4,15,89,19,10
"2660",0.4,15,89,20,11
"2661",0.4,15,89,21,10
"2662",0.4,15,89,22,13
"2663",0.4,15,89,23,10
"2664",0.4,15,89,24,12.5
"2665",0.4,15,89,25,14
"2666",0.4,15,89,26,7
"2667",0.4,15,89,27,7
"2668",0.4,15,89,28,10
"2669",0.4,15,89,29,12
"2670",0.4,15,89,30,13
"2671",0.4,15,90,1,8.5
"2672",0.4,15,90,2,7.5
"2673",0.4,15,90,3,7.5
"2674",0.4,15,90,4,7.5
"2675",0.4,15,90,5,7.5
"2676",0.4,15,90,6,9
"2677",0.4,15,90,7,9
"2678",0.4,15,90,8,8.5
"2679",0.4,15,90,9,8.5
"2680",0.4,15,90,10,8.5
"2681",0.4,15,90,11,7.5
"2682",0.4,15,90,12,8
"2683",0.4,15,90,13,8.5
"2684",0.4,15,90,14,8.5
"2685",0.4,15,90,15,7.5
"2686",0.4,15,90,16,7.5
"2687",0.4,15,90,17,8
"2688",0.4,15,90,18,8
"2689",0.4,15,90,19,7.5
"2690",0.4,15,90,20,7.5
"2691",0.4,15,90,21,8
"2692",0.4,15,90,22,7.5
"2693",0.4,15,90,23,8
"2694",0.4,15,90,24,8
"2695",0.4,15,90,25,7.5
"2696",0.4,15,90,26,7.5
"2697",0.4,15,90,27,7.5
"2698",0.4,15,90,28,7.5
"2699",0.4,15,90,29,7.5
"2700",0.4,15,90,30,8.5
"2701",0.4,16,91,1,9.4
"2702",0.4,16,91,2,8.6
"2703",0.4,16,91,3,8.9
"2704",0.4,16,91,4,9
"2705",0.4,16,91,5,9
"2706",0.4,16,91,6,9
"2707",0.4,16,91,7,9.4
"2708",0.4,16,91,8,9.4
"2709",0.4,16,91,9,9.4
"2710",0.4,16,91,10,9
"2711",0.4,16,91,11,9
"2712",0.4,16,91,12,9
"2713",0.4,16,91,13,9
"2714",0.4,16,91,14,10
"2715",0.4,16,91,15,8.5
"2716",0.4,16,91,16,9
"2717",0.4,16,91,17,9
"2718",0.4,16,91,18,9
"2719",0.4,16,91,19,9
"2720",0.4,16,91,20,9
"2721",0.4,16,91,21,9
"2722",0.4,16,91,22,9
"2723",0.4,16,91,23,9
"2724",0.4,16,91,24,9
"2725",0.4,16,91,25,9
"2726",0.4,16,91,26,9
"2727",0.4,16,91,27,9
"2728",0.4,16,91,28,9
"2729",0.4,16,91,29,9
"2730",0.4,16,91,30,9
"2731",0.4,16,92,1,6.6
"2732",0.4,16,92,2,6.5
"2733",0.4,16,92,3,6.7
"2734",0.4,16,92,4,6.5
"2735",0.4,16,92,5,6.6
"2736",0.4,16,92,6,6
"2737",0.4,16,92,7,7
"2738",0.4,16,92,8,6.6
"2739",0.4,16,92,9,8.7
"2740",0.4,16,92,10,7
"2741",0.4,16,92,11,6.2
"2742",0.4,16,92,12,6.3
"2743",0.4,16,92,13,6.4
"2744",0.4,16,92,14,6.1
"2745",0.4,16,92,15,6
"2746",0.4,16,92,16,6
"2747",0.4,16,92,17,6.5
"2748",0.4,16,92,18,6
"2749",0.4,16,92,19,6.2
"2750",0.4,16,92,20,5.5
"2751",0.4,16,92,21,5
"2752",0.4,16,92,22,5.5
"2753",0.4,16,92,23,5.8
"2754",0.4,16,92,24,6
"2755",0.4,16,92,25,5
"2756",0.4,16,92,26,5.8
"2757",0.4,16,92,27,6.1
"2758",0.4,16,92,28,6
"2759",0.4,16,92,29,5
"2760",0.4,16,92,30,6
"2761",0.4,16,93,1,7.5
"2762",0.4,16,93,2,7.5
"2763",0.4,16,93,3,7.5
"2764",0.4,16,93,4,8.1
"2765",0.4,16,93,5,8.1
"2766",0.4,16,93,6,6
"2767",0.4,16,93,7,7.5
"2768",0.4,16,93,8,7.5
"2769",0.4,16,93,9,7
"2770",0.4,16,93,10,5.1
"2771",0.4,16,93,11,9
"2772",0.4,16,93,12,7.5
"2773",0.4,16,93,13,7.5
"2774",0.4,16,93,14,7.5
"2775",0.4,16,93,15,7.5
"2776",0.4,16,93,16,7.5
"2777",0.4,16,93,17,7.5
"2778",0.4,16,93,18,7.5
"2779",0.4,16,93,19,7.5
"2780",0.4,16,93,20,7.5
"2781",0.4,16,93,21,7.5
"2782",0.4,16,93,22,7.5
"2783",0.4,16,93,23,7.5
"2784",0.4,16,93,24,7
"2785",0.4,16,93,25,7.5
"2786",0.4,16,93,26,7.6
"2787",0.4,16,93,27,7.5
"2788",0.4,16,93,28,7.5
"2789",0.4,16,93,29,7.5
"2790",0.4,16,93,30,7.5
"2791",0.4,16,94,1,9
"2792",0.4,16,94,2,12
"2793",0.4,16,94,3,9
"2794",0.4,16,94,4,7
"2795",0.4,16,94,5,8
"2796",0.4,16,94,6,8
"2797",0.4,16,94,7,8
"2798",0.4,16,94,8,8
"2799",0.4,16,94,9,8
"2800",0.4,16,94,10,8
"2801",0.4,16,94,11,8
"2802",0.4,16,94,12,8
"2803",0.4,16,94,13,8
"2804",0.4,16,94,14,8
"2805",0.4,16,94,15,8
"2806",0.4,16,94,16,8
"2807",0.4,16,94,17,8
"2808",0.4,16,94,18,8
"2809",0.4,16,94,19,8
"2810",0.4,16,94,20,8
"2811",0.4,16,94,21,8
"2812",0.4,16,94,22,8
"2813",0.4,16,94,23,8
"2814",0.4,16,94,24,8
"2815",0.4,16,94,25,8
"2816",0.4,16,94,26,8
"2817",0.4,16,94,27,8
"2818",0.4,16,94,28,8
"2819",0.4,16,94,29,8
"2820",0.4,16,94,30,8
"2821",0.4,16,95,1,11
"2822",0.4,16,95,2,6
"2823",0.4,16,95,3,12.5
"2824",0.4,16,95,4,4.8
"2825",0.4,16,95,5,8
"2826",0.4,16,95,6,13
"2827",0.4,16,95,7,11.6
"2828",0.4,16,95,8,13.5
"2829",0.4,16,95,9,10.8
"2830",0.4,16,95,10,10.9
"2831",0.4,16,95,11,11.5
"2832",0.4,16,95,12,10.6
"2833",0.4,16,95,13,11.4
"2834",0.4,16,95,14,11
"2835",0.4,16,95,15,8
"2836",0.4,16,95,16,10
"2837",0.4,16,95,17,12
"2838",0.4,16,95,18,10
"2839",0.4,16,95,19,8.5
"2840",0.4,16,95,20,9.5
"2841",0.4,16,95,21,9.8
"2842",0.4,16,95,22,10.1
"2843",0.4,16,95,23,11.2
"2844",0.4,16,95,24,10.8
"2845",0.4,16,95,25,8.2
"2846",0.4,16,95,26,9.8
"2847",0.4,16,95,27,7.9
"2848",0.4,16,95,28,9.9
"2849",0.4,16,95,29,8.9
"2850",0.4,16,95,30,8
"2851",0.4,16,96,1,7.4
"2852",0.4,16,96,2,8.1
"2853",0.4,16,96,3,8.1
"2854",0.4,16,96,4,7.8
"2855",0.4,16,96,5,8.1
"2856",0.4,16,96,6,8.1
"2857",0.4,16,96,7,8.1
"2858",0.4,16,96,8,8.1
"2859",0.4,16,96,9,8.1
"2860",0.4,16,96,10,8.1
"2861",0.4,16,96,11,8.1
"2862",0.4,16,96,12,8.1
"2863",0.4,16,96,13,8.1
"2864",0.4,16,96,14,8.1
"2865",0.4,16,96,15,8.1
"2866",0.4,16,96,16,8.1
"2867",0.4,16,96,17,8.1
"2868",0.4,16,96,18,8.1
"2869",0.4,16,96,19,8.1
"2870",0.4,16,96,20,8.1
"2871",0.4,16,96,21,8.1
"2872",0.4,16,96,22,8.1
"2873",0.4,16,96,23,8.1
"2874",0.4,16,96,24,8.1
"2875",0.4,16,96,25,8.1
"2876",0.4,16,96,26,8.1
"2877",0.4,16,96,27,8.1
"2878",0.4,16,96,28,8.1
"2879",0.4,16,96,29,8.1
"2880",0.4,16,96,30,8.1
"2881",0.4,17,97,1,7.5
"2882",0.4,17,97,2,7.5
"2883",0.4,17,97,3,7.5
"2884",0.4,17,97,4,7.5
"2885",0.4,17,97,5,8.5
"2886",0.4,17,97,6,8.5
"2887",0.4,17,97,7,8
"2888",0.4,17,97,8,8
"2889",0.4,17,97,9,7.5
"2890",0.4,17,97,10,7.5
"2891",0.4,17,97,11,7.5
"2892",0.4,17,97,12,7.5
"2893",0.4,17,97,13,7.5
"2894",0.4,17,97,14,7.5
"2895",0.4,17,97,15,7.5
"2896",0.4,17,97,16,7.5
"2897",0.4,17,97,17,7.5
"2898",0.4,17,97,18,7.5
"2899",0.4,17,97,19,7.5
"2900",0.4,17,97,20,7.5
"2901",0.4,17,97,21,7.5
"2902",0.4,17,97,22,7.5
"2903",0.4,17,97,23,7.5
"2904",0.4,17,97,24,7.5
"2905",0.4,17,97,25,7.5
"2906",0.4,17,97,26,8
"2907",0.4,17,97,27,8
"2908",0.4,17,97,28,8
"2909",0.4,17,97,29,8
"2910",0.4,17,97,30,8
"2911",0.4,17,98,1,6.5
"2912",0.4,17,98,2,8
"2913",0.4,17,98,3,8.5
"2914",0.4,17,98,4,9
"2915",0.4,17,98,5,8.5
"2916",0.4,17,98,6,9.2
"2917",0.4,17,98,7,9.3
"2918",0.4,17,98,8,9.1
"2919",0.4,17,98,9,9.1
"2920",0.4,17,98,10,8.5
"2921",0.4,17,98,11,9
"2922",0.4,17,98,12,9
"2923",0.4,17,98,13,9
"2924",0.4,17,98,14,8.6
"2925",0.4,17,98,15,8.9
"2926",0.4,17,98,16,9.2
"2927",0.4,17,98,17,9.1
"2928",0.4,17,98,18,8.7
"2929",0.4,17,98,19,8.9
"2930",0.4,17,98,20,7
"2931",0.4,17,98,21,4
"2932",0.4,17,98,22,7.6
"2933",0.4,17,98,23,5.8
"2934",0.4,17,98,24,7.3
"2935",0.4,17,98,25,8.4
"2936",0.4,17,98,26,7.7
"2937",0.4,17,98,27,8.7
"2938",0.4,17,98,28,8.3
"2939",0.4,17,98,29,7.6
"2940",0.4,17,98,30,8.7
"2941",0.4,17,99,1,8
"2942",0.4,17,99,2,9
"2943",0.4,17,99,3,4.5
"2944",0.4,17,99,4,3
"2945",0.4,17,99,5,3.5
"2946",0.4,17,99,6,9.5
"2947",0.4,17,99,7,8.5
"2948",0.4,17,99,8,8.5
"2949",0.4,17,99,9,6
"2950",0.4,17,99,10,9
"2951",0.4,17,99,11,8.5
"2952",0.4,17,99,12,9
"2953",0.4,17,99,13,10
"2954",0.4,17,99,14,9
"2955",0.4,17,99,15,9.5
"2956",0.4,17,99,16,9
"2957",0.4,17,99,17,10
"2958",0.4,17,99,18,5
"2959",0.4,17,99,19,15
"2960",0.4,17,99,20,3
"2961",0.4,17,99,21,9.5
"2962",0.4,17,99,22,9
"2963",0.4,17,99,23,4.5
"2964",0.4,17,99,24,6.5
"2965",0.4,17,99,25,9
"2966",0.4,17,99,26,7.5
"2967",0.4,17,99,27,5
"2968",0.4,17,99,28,9
"2969",0.4,17,99,29,12
"2970",0.4,17,99,30,8
"2971",0.4,17,100,1,4.5
"2972",0.4,17,100,2,5.5
"2973",0.4,17,100,3,5.5
"2974",0.4,17,100,4,5.8
"2975",0.4,17,100,5,5.3
"2976",0.4,17,100,6,6
"2977",0.4,17,100,7,5.5
"2978",0.4,17,100,8,5.5
"2979",0.4,17,100,9,5
"2980",0.4,17,100,10,5.5
"2981",0.4,17,100,11,5.5
"2982",0.4,17,100,12,5
"2983",0.4,17,100,13,5.5
"2984",0.4,17,100,14,5
"2985",0.4,17,100,15,4.5
"2986",0.4,17,100,16,4.5
"2987",0.4,17,100,17,5.3
"2988",0.4,17,100,18,4.7
"2989",0.4,17,100,19,5
"2990",0.4,17,100,20,5
"2991",0.4,17,100,21,5.5
"2992",0.4,17,100,22,5.5
"2993",0.4,17,100,23,5.5
"2994",0.4,17,100,24,8
"2995",0.4,17,100,25,5.5
"2996",0.4,17,100,26,5.5
"2997",0.4,17,100,27,5.5
"2998",0.4,17,100,28,5.5
"2999",0.4,17,100,29,5.5
"3000",0.4,17,100,30,5.5
"3001",0.4,17,101,1,9.5
"3002",0.4,17,101,2,9.5
"3003",0.4,17,101,3,9.5
"3004",0.4,17,101,4,8
"3005",0.4,17,101,5,9.5
"3006",0.4,17,101,6,9.5
"3007",0.4,17,101,7,5.5
"3008",0.4,17,101,8,5.5
"3009",0.4,17,101,9,5.5
"3010",0.4,17,101,10,9.5
"3011",0.4,17,101,11,9.5
"3012",0.4,17,101,12,5.5
"3013",0.4,17,101,13,9.5
"3014",0.4,17,101,14,9.5
"3015",0.4,17,101,15,9.5
"3016",0.4,17,101,16,5.5
"3017",0.4,17,101,17,5.5
"3018",0.4,17,101,18,5
"3019",0.4,17,101,19,5
"3020",0.4,17,101,20,5
"3021",0.4,17,101,21,5
"3022",0.4,17,101,22,5
"3023",0.4,17,101,23,7
"3024",0.4,17,101,24,5
"3025",0.4,17,101,25,5
"3026",0.4,17,101,26,5
"3027",0.4,17,101,27,5.5
"3028",0.4,17,101,28,5.5
"3029",0.4,17,101,29,5.5
"3030",0.4,17,101,30,5.5
"3031",0.4,17,102,1,7.5
"3032",0.4,17,102,2,7
"3033",0.4,17,102,3,7
"3034",0.4,17,102,4,6.5
"3035",0.4,17,102,5,6
"3036",0.4,17,102,6,7.5
"3037",0.4,17,102,7,8
"3038",0.4,17,102,8,9
"3039",0.4,17,102,9,7.5
"3040",0.4,17,102,10,7.5
"3041",0.4,17,102,11,7
"3042",0.4,17,102,12,7.5
"3043",0.4,17,102,13,7.5
"3044",0.4,17,102,14,7.5
"3045",0.4,17,102,15,8
"3046",0.4,17,102,16,7
"3047",0.4,17,102,17,8
"3048",0.4,17,102,18,8
"3049",0.4,17,102,19,8
"3050",0.4,17,102,20,8
"3051",0.4,17,102,21,8
"3052",0.4,17,102,22,8
"3053",0.4,17,102,23,8
"3054",0.4,17,102,24,7.5
"3055",0.4,17,102,25,8
"3056",0.4,17,102,26,8
"3057",0.4,17,102,27,8
"3058",0.4,17,102,28,8
"3059",0.4,17,102,29,8
"3060",0.4,17,102,30,8
"3061",0.4,18,103,1,5
"3062",0.4,18,103,2,9
"3063",0.4,18,103,3,9
"3064",0.4,18,103,4,10.5
"3065",0.4,18,103,5,10.5
"3066",0.4,18,103,6,10.5
"3067",0.4,18,103,7,11
"3068",0.4,18,103,8,10.5
"3069",0.4,18,103,9,10.5
"3070",0.4,18,103,10,11
"3071",0.4,18,103,11,10.5
"3072",0.4,18,103,12,11
"3073",0.4,18,103,13,10
"3074",0.4,18,103,14,9
"3075",0.4,18,103,15,8
"3076",0.4,18,103,16,7.5
"3077",0.4,18,103,17,8
"3078",0.4,18,103,18,10.5
"3079",0.4,18,103,19,10.5
"3080",0.4,18,103,20,8
"3081",0.4,18,103,21,8
"3082",0.4,18,103,22,9
"3083",0.4,18,103,23,11
"3084",0.4,18,103,24,11
"3085",0.4,18,103,25,11
"3086",0.4,18,103,26,10
"3087",0.4,18,103,27,10
"3088",0.4,18,103,28,9
"3089",0.4,18,103,29,10
"3090",0.4,18,103,30,9
"3091",0.4,18,104,1,7.5
"3092",0.4,18,104,2,7.5
"3093",0.4,18,104,3,7.5
"3094",0.4,18,104,4,10.5
"3095",0.4,18,104,5,7.5
"3096",0.4,18,104,6,7.5
"3097",0.4,18,104,7,7
"3098",0.4,18,104,8,8.5
"3099",0.4,18,104,9,8.5
"3100",0.4,18,104,10,8.5
"3101",0.4,18,104,11,8.5
"3102",0.4,18,104,12,8.5
"3103",0.4,18,104,13,8.5
"3104",0.4,18,104,14,8.5
"3105",0.4,18,104,15,8.5
"3106",0.4,18,104,16,8.5
"3107",0.4,18,104,17,8.5
"3108",0.4,18,104,18,8.5
"3109",0.4,18,104,19,8.5
"3110",0.4,18,104,20,8.5
"3111",0.4,18,104,21,8.5
"3112",0.4,18,104,22,8.5
"3113",0.4,18,104,23,8.5
"3114",0.4,18,104,24,8.5
"3115",0.4,18,104,25,8.5
"3116",0.4,18,104,26,8.5
"3117",0.4,18,104,27,8.5
"3118",0.4,18,104,28,8.5
"3119",0.4,18,104,29,8.5
"3120",0.4,18,104,30,10.5
"3121",0.4,18,105,1,7
"3122",0.4,18,105,2,7.5
"3123",0.4,18,105,3,9
"3124",0.4,18,105,4,8
"3125",0.4,18,105,5,8.5
"3126",0.4,18,105,6,9
"3127",0.4,18,105,7,8.5
"3128",0.4,18,105,8,8.5
"3129",0.4,18,105,9,7
"3130",0.4,18,105,10,9
"3131",0.4,18,105,11,9
"3132",0.4,18,105,12,9
"3133",0.4,18,105,13,7
"3134",0.4,18,105,14,9
"3135",0.4,18,105,15,7.8
"3136",0.4,18,105,16,9
"3137",0.4,18,105,17,9
"3138",0.4,18,105,18,7.9
"3139",0.4,18,105,19,8
"3140",0.4,18,105,20,8.5
"3141",0.4,18,105,21,8
"3142",0.4,18,105,22,8.5
"3143",0.4,18,105,23,8.6
"3144",0.4,18,105,24,8
"3145",0.4,18,105,25,9
"3146",0.4,18,105,26,7.8
"3147",0.4,18,105,27,9
"3148",0.4,18,105,28,9.5
"3149",0.4,18,105,29,8.9
"3150",0.4,18,105,30,9
"3151",0.4,18,106,1,7.9
"3152",0.4,18,106,2,7.8
"3153",0.4,18,106,3,9.2
"3154",0.4,18,106,4,10.6
"3155",0.4,18,106,5,7.5
"3156",0.4,18,106,6,4.8
"3157",0.4,18,106,7,8.4
"3158",0.4,18,106,8,6.3
"3159",0.4,18,106,9,9.2
"3160",0.4,18,106,10,7.9
"3161",0.4,18,106,11,4.5
"3162",0.4,18,106,12,9.1
"3163",0.4,18,106,13,8.8
"3164",0.4,18,106,14,6.8
"3165",0.4,18,106,15,9.3
"3166",0.4,18,106,16,2.6
"3167",0.4,18,106,17,7.7
"3168",0.4,18,106,18,9.2
"3169",0.4,18,106,19,7.6
"3170",0.4,18,106,20,2.7
"3171",0.4,18,106,21,9.7
"3172",0.4,18,106,22,8.8
"3173",0.4,18,106,23,7.9
"3174",0.4,18,106,24,9.1
"3175",0.4,18,106,25,3.3
"3176",0.4,18,106,26,9.4
"3177",0.4,18,106,27,10.1
"3178",0.4,18,106,28,8.5
"3179",0.4,18,106,29,6.9
"3180",0.4,18,106,30,9.6
"3181",0.4,18,107,1,8
"3182",0.4,18,107,2,9
"3183",0.4,18,107,3,10
"3184",0.4,18,107,4,4.5
"3185",0.4,18,107,5,5.5
"3186",0.4,18,107,6,7
"3187",0.4,18,107,7,6.5
"3188",0.4,18,107,8,8.5
"3189",0.4,18,107,9,5
"3190",0.4,18,107,10,3
"3191",0.4,18,107,11,7
"3192",0.4,18,107,12,9
"3193",0.4,18,107,13,8
"3194",0.4,18,107,14,9
"3195",0.4,18,107,15,9.5
"3196",0.4,18,107,16,7
"3197",0.4,18,107,17,5
"3198",0.4,18,107,18,5
"3199",0.4,18,107,19,5
"3200",0.4,18,107,20,8
"3201",0.4,18,107,21,5
"3202",0.4,18,107,22,4
"3203",0.4,18,107,23,4
"3204",0.4,18,107,24,4.4
"3205",0.4,18,107,25,5.5
"3206",0.4,18,107,26,8
"3207",0.4,18,107,27,6
"3208",0.4,18,107,28,6
"3209",0.4,18,107,29,7
"3210",0.4,18,107,30,5
"3211",0.4,18,108,1,7.7
"3212",0.4,18,108,2,6.9
"3213",0.4,18,108,3,7.8
"3214",0.4,18,108,4,4.7
"3215",0.4,18,108,5,7.8
"3216",0.4,18,108,6,6.3
"3217",0.4,18,108,7,6
"3218",0.4,18,108,8,8.4
"3219",0.4,18,108,9,7.3
"3220",0.4,18,108,10,9.3
"3221",0.4,18,108,11,6.3
"3222",0.4,18,108,12,7.5
"3223",0.4,18,108,13,7.2
"3224",0.4,18,108,14,7.8
"3225",0.4,18,108,15,9
"3226",0.4,18,108,16,9
"3227",0.4,18,108,17,8.7
"3228",0.4,18,108,18,7.8
"3229",0.4,18,108,19,7.8
"3230",0.4,18,108,20,8.2
"3231",0.4,18,108,21,6.9
"3232",0.4,18,108,22,8.3
"3233",0.4,18,108,23,8.3
"3234",0.4,18,108,24,8.7
"3235",0.4,18,108,25,9.7
"3236",0.4,18,108,26,9.7
"3237",0.4,18,108,27,9.7
"3238",0.4,18,108,28,7.2
"3239",0.4,18,108,29,8.5
"3240",0.4,18,108,30,9.2
"3241",0.4,19,109,1,8.5
"3242",0.4,19,109,2,6.5
"3243",0.4,19,109,3,9
"3244",0.4,19,109,4,6
"3245",0.4,19,109,5,7
"3246",0.4,19,109,6,7
"3247",0.4,19,109,7,9
"3248",0.4,19,109,8,7
"3249",0.4,19,109,9,9
"3250",0.4,19,109,10,6
"3251",0.4,19,109,11,7
"3252",0.4,19,109,12,6
"3253",0.4,19,109,13,8
"3254",0.4,19,109,14,6
"3255",0.4,19,109,15,9
"3256",0.4,19,109,16,9.5
"3257",0.4,19,109,17,9.7
"3258",0.4,19,109,18,9.2
"3259",0.4,19,109,19,8.2
"3260",0.4,19,109,20,5
"3261",0.4,19,109,21,5.3
"3262",0.4,19,109,22,9.3
"3263",0.4,19,109,23,9.2
"3264",0.4,19,109,24,5.8
"3265",0.4,19,109,25,5.4
"3266",0.4,19,109,26,5.7
"3267",0.4,19,109,27,5.6
"3268",0.4,19,109,28,9.4
"3269",0.4,19,109,29,4.5
"3270",0.4,19,109,30,4.8
"3271",0.4,19,110,1,9.9
"3272",0.4,19,110,2,7
"3273",0.4,19,110,3,7.5
"3274",0.4,19,110,4,6.5
"3275",0.4,19,110,5,7
"3276",0.4,19,110,6,6
"3277",0.4,19,110,7,7.5
"3278",0.4,19,110,8,7
"3279",0.4,19,110,9,8
"3280",0.4,19,110,10,6.5
"3281",0.4,19,110,11,6.5
"3282",0.4,19,110,12,7
"3283",0.4,19,110,13,6
"3284",0.4,19,110,14,6
"3285",0.4,19,110,15,6.3
"3286",0.4,19,110,16,6
"3287",0.4,19,110,17,6.3
"3288",0.4,19,110,18,5
